"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Visibility_MeanRatio","Item_Type_Combined","Outlet_Years"
"FDT24",12.35,"Regular",0.186236236,"Baking Goods",78.7328,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1390.1904,0.112359530733143,"Food",11
"FDX57",12.8657320024198,"Regular",0.047037323,"Snack Foods",96.4068,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2624.5836,0.442138167722043,"Food",28
"FDA55",13.1944061187762,"Regular",0.099780431,"Fruits and Vegetables",225.2088,"OUT019",1985,"Small","Tier 1","Grocery Store",447.4176,0.31199171108475,"Food",28
"NCN05",8.235,"Non-Edible",0.014488997,"Health and Hygiene",183.795,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2929.52,1.01358427687886,"Non-Consumable",11
"FDR58",6.675,"Low Fat",0.04200648,"Snack Foods",92.6462,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1665.8316,1.43413216362603,"Food",11
"FDX47",6.55,"Regular",0.034575546,"Breads",156.5288,"OUT013",1987,"High","Tier 3","Supermarket Type1",1571.288,1.62571870771918,"Food",26
"NCH54",13.5,"Non-Edible",0.072965144,"Household",160.692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1917.504,0.272199337610555,"Non-Consumable",4
"NCH42",6.86,"Non-Edible",0.036530411,"Household",227.801,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3904.917,0.532239818853544,"Non-Consumable",9
"FDH56",9.8,"Regular",0.063946629,"Fruits and Vegetables",116.6492,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2316.984,0.198314680644207,"Food",11
"FDQ48",14.3,"Regular",0.034551415,"Baking Goods",98.1726,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",685.1082,2.16391324909802,"Food",4
"FDN20",19.35,"Low Fat",0.026329989,"Fruits and Vegetables",169.2474,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3705.8428,0.663629986459264,"Food",6
"FDA15",9.3,"Low Fat",0.016009057,"Dairy",250.6092,"OUT013",1987,"High","Tier 3","Supermarket Type1",6474.2392,3.78353521021512,"Food",26
"FDS48",12.2752111111111,"Low Fat",0.048637888,"Baking Goods",149.7708,"OUT019",1985,"Small","Tier 1","Grocery Store",150.4708,0.560090020427163,"Food",28
"FDW02",4.805,"Regular",0.037852995,"Dairy",126.2704,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3629.9416,0.555695029122862,"Food",4
"FDN03",12.7661037891269,"Regular",0.015016891,"Meat",248.6408,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6759.2016,0.958346589639428,"Food",28
"FDF57",14.5,"Regular",0.059160135,"Fruits and Vegetables",170.7448,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2045.3376,0.227773281902405,"Food",6
"DRM37",15.35,"Low Fat",0.096379585,"Soft Drinks",196.5768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4729.8432,0.145897446228226,"Drinks",9
"NCD54",21.1,"Non-Edible",0.029008944,"Household",143.3786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",866.8716,0.466399456153793,"Non-Consumable",16
"NCQ42",13.3379766536965,"Non-Edible",0.039078047,"Household",128.3678,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3179.195,0.317046439406968,"Non-Consumable",28
"FDW49",19.5,"Low Fat",0.082536604,"Canned",177.2002,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2149.2024,1.33233566706161,"Food",9
"DRI03",6.03,"Low Fat",0.0226848,"Dairy",178.1028,"OUT013",1987,"High","Tier 3","Supermarket Type1",4604.6728,0.547842272206258,"Drinks",26
"FDD14",20.7,"Low Fat",0.170152831,"Canned",182.6266,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2581.9724,0.086335631214044,"Food",11
"FDN02",16.5,"Low Fat",0.073827748,"Canned",208.8638,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2484.7656,0.184720129994212,"Food",16
"FDQ45",12.8657320024198,"Regular",0.010864186,"Snack Foods",185.3608,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5329.0632,2.15882955527186,"Food",28
"FDX56",17.1,"Regular",0.07436116,"Fruits and Vegetables",206.1638,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4141.276,0.794584204556353,"Food",4
"FDE51",13.2383581296493,"Regular",0.168901843,"Dairy",43.4086,"OUT019",1985,"Small","Tier 1","Grocery Store",44.6086,0.205145014827614,"Food",28
"FDT47",5.26,"Regular",0.02455854,"Breads",95.6068,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2332.9632,0.819827591802197,"Food",11
"FDM22",14,"Regular",0.041949832,"Snack Foods",54.064,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1118.544,0.438489813442191,"Food",9
"FDB27",7.575,"Low Fat",0.055502454,"Dairy",196.5768,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1576.6144,0.384840251720931,"Food",11
"FDE02",12.3408296213808,"Low Fat",0.120663214,"Canned",95.6778,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2910.2118,0.181349195028545,"Food",28
"FDD38",16.75,"Regular",0.00819018,"Canned",103.7674,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2852.2872,1.34121866869681,"Food",9
"FDF34",9.3,"Regular",0.014098693,"Snack Foods",197.7084,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3372.9428,1.52049004647392,"Food",6
"FDP15",15.2,"Low Fat",0.08139411225,"Meat",256.033,"OUT010",1998,"Small","Tier 3","Grocery Store",1281.665,0.197155550400392,"Food",15
"NCI29",8.6,"Non-Edible",0.032806066,"Health and Hygiene",143.6154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2127.231,0.653443857629828,"Non-Consumable",6
"FDU27",18.6,"Regular",0.172446822,"Meat",47.1376,"OUT017",2007,"Small","Tier 2","Supermarket Type1",767.0016,0.101375911955971,"Food",6
"NCD55",13.3379766536965,"Non-Edible",0.024213354,"Household",42.4454,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",293.6178,0.613126652639915,"Non-Consumable",28
"FDU37",9.5,"Regular",0.104619416428571,"Canned",79.596,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1038.648,0.219174067135571,"Food",16
"FDA01",15,"Regular",0.054685839,"Canned",60.2904,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1581.9408,0.392001341956809,"Food",6
"FDS13",6.465,"Low Fat",0.124758619,"Canned",264.1884,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3444.8492,0.45202537281983,"Food",11
"FDK55",18.5,"Low Fat",0.02586664,"Meat",88.9172,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1695.1268,0.525188835009626,"Food",4
"FDR36",6.715,"Regular",0.121563385,"Baking Goods",43.7454,"OUT035",2004,"Small","Tier 2","Supermarket Type1",545.2902,0.175318559280816,"Food",9
"DRK49",14.15,"Low Fat",0.035999599,"Soft Drinks",41.5138,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",162.4552,1.67224632281031,"Drinks",14
"DRM23",11.576204620462,"Low Fat",0.147373809,"Hard Drinks",171.7422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6207.9192,0.442479777006084,"Drinks",28
"FDH47",13.5,"Regular",0.21561193,"Starchy Foods",98.6068,"OUT010",1998,"Small","Tier 3","Grocery Store",97.2068,0.13497366724661,"Food",15
"FDZ21",17.6,"Regular",0.039381633,"Snack Foods",98.041,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",675.787,0.347700775870632,"Food",4
"FDI57",19.85,"Low Fat",0.054331235,"Seafood",198.7768,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4532.7664,0.271280360425362,"Food",6
"FDK26",12.3408296213808,"Regular",0.056338482,"Canned",184.624,"OUT019",1985,"Small","Tier 1","Grocery Store",1304.968,1.94172988167546,"Food",28
"FDQ36",7.855,"Regular",0.161516894,"Baking Goods",37.0848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",447.4176,0.0907111174387104,"Food",9
"FDJ58",12.8657320024198,"Regular",0.184359831,"Snack Foods",172.6764,"OUT019",1985,"Small","Tier 1","Grocery Store",858.882,0.190485845092132,"Food",28
"FDD45",8.615,"Low Fat",0.116484721,"Fruits and Vegetables",94.1436,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1134.5232,0.175954681109714,"Food",11
"FDG50",7.405,"Low Fat",0.015302764,"Canned",89.9146,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2189.1504,0.828695086901874,"Food",11
"FDO36",12.2752111111111,"Low Fat",0.136417078,"Baking Goods",179.766,"OUT019",1985,"Small","Tier 1","Grocery Store",179.766,0.180482677596181,"Food",28
"NCW42",18.2,"Non-Edible",0.058707159,"Household",220.5456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3094.6384,0.21279880054997,"Non-Consumable",4
"NCH18",9.3,"Non-Edible",0.074753743,"Household",246.4802,"OUT010",1998,"Small","Tier 3","Grocery Store",982.7208,0.328260554654324,"Non-Consumable",15
"FDY59",12.2752111111111,"Low Fat",0.031251369,"Baking Goods",93.3462,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1018.0082,0.673187560566003,"Food",28
"NCO42",21.25,"Non-Edible",0.024705597,"Household",145.1102,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1603.9122,0.626942829840435,"Non-Consumable",11
"FDM45",8.655,"Regular",0.088693595,"Snack Foods",122.5756,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2181.1608,0.189858101174445,"Food",6
"NCV29",11.8,"Non-Edible",0.038235337,"Health and Hygiene",177.5686,"OUT010",1998,"Small","Tier 3","Grocery Store",711.0744,0.728058803859559,"Non-Consumable",15
"FDT08",13.1944061187762,"Low Fat",0.048980156,"Fruits and Vegetables",148.705,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2996.1,0.433096271467095,"Food",28
"NCQ43",13.9157236842105,"Non-Edible",0.194874778,"Others",110.2912,"OUT019",1985,"Small","Tier 1","Grocery Store",218.3824,0.109274132597497,"Non-Consumable",28
"NCA54",16.5,"Non-Edible",0.036611104,"Household",180.9318,"OUT013",1987,"High","Tier 3","Supermarket Type1",3247.7724,0.581752714328021,"Non-Consumable",26
"FDW55",12.6,"Regular",0.0244294366666667,"Fruits and Vegetables",248.8092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6723.2484,0.789138786253906,"Food",9
"FDI10",12.8657320024198,"Regular",0.07802465,"Snack Foods",171.4422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3448.844,0.213565814397828,"Food",28
"NCS53",13.1717394366197,"Non-Edible",0.157190017,"Health and Hygiene",156.8604,"OUT019",1985,"Small","Tier 1","Grocery Store",316.9208,0.669900593724295,"Non-Consumable",28
"FDZ35",11.152361516035,"Regular",0.022170592,"Breads",105.199,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3199.169,0.522477198782322,"Food",28
"FDF10",15.5,"Regular",0.156797787,"Snack Foods",148.6418,"OUT013",1987,"High","Tier 3","Supermarket Type1",3972.8286,0.146046316694618,"Food",26
"FDO38",17.25,"Low Fat",0.07325106,"Canned",76.4986,"OUT017",2007,"Small","Tier 2","Supermarket Type1",778.986,0.292649993845337,"Food",6
"FDY45",17.5,"Low Fat",0.026289984,"Snack Foods",253.7356,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3815.034,0.584362706002814,"Food",6
"FDC40",16,"Regular",0.065328932,"Dairy",78.4986,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1791.6678,0.225071529153183,"Food",4
"NCO54",19.5,"Non-Edible",0.014296484,"Household",53.7614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1436.7964,3.99606543965595,"Non-Consumable",14
"FDQ14",9.27,"Low Fat",0.062038986,"Dairy",148.005,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1797.66,0.234062259388596,"Food",4
"FDM10",18.25,"Low Fat",0.075908374,"Snack Foods",213.4218,"OUT013",1987,"High","Tier 3","Supermarket Type1",3846.9924,0.220375245783184,"Food",26
"DRK23",8.395,"Low Fat",0.072383777,"Hard Drinks",251.504,"OUT017",2007,"Small","Tier 2","Supermarket Type1",7084.112,0.186165873675663,"Drinks",6
"NCR17",9.8,"Non-Edible",0.024363026,"Health and Hygiene",114.0492,"OUT013",1987,"High","Tier 3","Supermarket Type1",2085.2856,0.601070653163865,"Non-Consumable",26
"FDG31",12.7661037891269,"Low Fat",0.066351687,"Meat",65.0826,"OUT019",1985,"Small","Tier 1","Grocery Store",193.7478,0.580004359493615,"Food",28
"FDH02",7.27,"Regular",0.020823289,"Canned",92.4488,"OUT045",2002,"Small","Tier 2","Supermarket Type1",996.0368,0.650157971138877,"Food",11
"DRH37",17.6,"Low Fat",0.041851756,"Soft Drinks",162.7526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3124.5994,0.308341415719367,"Drinks",6
"DRC36",13,"Regular",0.045239326,"Soft Drinks",174.1054,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4377.635,0.316026595036869,"Drinks",6
"FDB56",8.75,"Regular",0.074778547,"Fruits and Vegetables",186.3556,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3567.3564,0.196229106853465,"Food",11
"NCK54",12.15,"Non-Edible",0.029583249,"Household",114.715,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1048.635,2.6512754169493,"Non-Consumable",11
"NCQ17",10.3,"Non-Edible",0.137817783,"Health and Hygiene",154.663,"OUT013",1987,"High","Tier 3","Supermarket Type1",2816.334,0.139881919302098,"Non-Consumable",26
"FDM13",6.425,"Low Fat",0.063432676,"Breakfast",132.8626,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",524.6504,0.213984854195504,"Food",4
"FDT44",16.6,"Low Fat",0.103406065,"Fruits and Vegetables",116.4466,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1178.466,0.162698775805915,"Food",4
"FDO28",12.5693234042553,"Low Fat",0.126585095,"Frozen Foods",122.4098,"OUT019",1985,"Small","Tier 1","Grocery Store",120.5098,0.274133522461256,"Food",28
"NCK07",10.65,"Non-Edible",0.04896208,"Others",165.8526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3946.8624,0.395596475523808,"Non-Consumable",6
"NCP05",19.6,"Non-Edible",0.025286583,"Health and Hygiene",151.8024,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1366.2216,2.70400168153341,"Non-Consumable",16
"FDX11",16,"Regular",0.106752081,"Baking Goods",181.4634,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1090.5804,0.214595652586875,"Food",16
"FDS52",8.89,"Low Fat",0.005485618,"Frozen Foods",99.3016,"OUT045",2002,"Small","Tier 2","Supermarket Type1",607.2096,10.419370799529,"Food",11
"FDB14",20.25,"Regular",0.102932246,"Canned",93.212,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1304.968,0.115304515576106,"Food",11
"NCY06",13.3379766536965,"Non-Edible",0.060888514,"Household",130.1968,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1565.9616,0.254650029441541,"Non-Consumable",28
"FDS45",5.175,"Regular",0.029662795,"Snack Foods",105.2622,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2328.9684,0.435044289911223,"Food",6
"DRF23",4.61,"Low Fat",0.13309683125,"Hard Drinks",173.8396,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1221.0772,0.489943521047254,"Drinks",16
"FDD33",13.1944061187762,"Low Fat",0.10387075175,"Fruits and Vegetables",231.9642,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6970.926,0.161355094842663,"Food",28
"NCA53",11.395,"Non-Edible",0.009918699,"Health and Hygiene",49.4034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",777.6544,2.38502381241556,"Non-Consumable",4
"FDC46",17.7,"Low Fat",0.116520447,"Snack Foods",186.0266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2950.8256,0.182906245893958,"Food",9
"NCW41",18,"Non-Edible",0.015447454,"Health and Hygiene",159.2604,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3961.51,1.3537448080907,"Non-Consumable",9
"FDZ39",19.7,"Regular",0.018098194,"Meat",104.599,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",309.597,0.756596173853067,"Food",4
"FDE51",5.925,"Regular",0.097012989,"Dairy",42.9086,"OUT017",2007,"Small","Tier 2","Supermarket Type1",758.3462,0.131244770675754,"Food",6
"FDG32",13.1944061187762,"Low Fat",0.17514326,"Fruits and Vegetables",222.3772,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9562.2196,0.12016203990692,"Food",28
"NCK07",10.65,"Non-Edible",0.048785427,"Others",163.9526,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1644.526,0.343923244739798,"Non-Consumable",11
"NCQ41",14.8,"Non-Edible",0.019476708,"Health and Hygiene",193.0794,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3901.588,1.38054138537865,"Non-Consumable",9
"FDL36",15.1,"Low Fat",0.076229769,"Baking Goods",90.483,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1617.894,0.749794800143657,"Food",11
"FDQ26",13.5,"Regular",0.0679295527142857,"Dairy",57.8562,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",711.0744,0.959964073620985,"Food",14
"FDR02",16.7,"Low Fat",0.022190488,"Dairy",113.1886,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3335.658,0.908986956803611,"Food",6
"FDV59",13.35,"Low Fat",0.052092354375,"Breads",217.6166,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3265.749,0.281610286371959,"Food",4
"FDZ33",10.195,"Low Fat",0.116446085555556,"Snack Foods",147.2076,"OUT010",1998,"Small","Tier 3","Grocery Store",739.038,0.560001049685315,"Food",15
"NCT41",15.7,"Non-Edible",0.05610384,"Health and Hygiene",153.5024,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2580.6408,0.307429038382739,"Non-Consumable",11
"FDB17",13.15,"Low Fat",0.061381589,"Frozen Foods",179.9976,"OUT010",1998,"Small","Tier 3","Grocery Store",181.0976,1.5554329438903,"Food",15
"FDN44",13.15,"Low Fat",0.022795611,"Fruits and Vegetables",160.192,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1597.92,1.004953650153,"Food",16
"FDE45",12.1,"Low Fat",0.040323731,"Fruits and Vegetables",180.0002,"OUT013",1987,"High","Tier 3","Supermarket Type1",4656.6052,0.308365527366483,"Food",26
"FDG47",12.8,"Low Fat",0.070012633,"Starchy Foods",262.8252,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2885.5772,0.288103209946661,"Food",6
"NCP02",13.3379766536965,"Non-Edible",0.044591774,"Household",59.6562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2192.4794,0.327179762210678,"Non-Consumable",28
"FDW02",4.805,"Regular",0.037699423,"Dairy",125.5704,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3880.2824,0.355514691517959,"Food",16
"NCM53",18.75,"Non-Edible",0.052040915,"Health and Hygiene",105.728,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2024.032,0.299393507566515,"Non-Consumable",16
"FDD47",7.6,"Regular",0.142292265,"Starchy Foods",171.3448,"OUT013",1987,"High","Tier 3","Supermarket Type1",3238.4512,0.102945301210421,"Food",26
"FDE28",9.5,"Regular",0.132521929,"Frozen Foods",228.6668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4146.6024,0.107255669247087,"Food",9
"FDV12",16.7,"Regular",0.061122656,"Baking Goods",100.0384,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2463.46,0.263956067739259,"Food",4
"FDE36",5.26,"Regular",0.041942549,"Baking Goods",165.4868,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2293.0152,0.473348253705629,"Food",4
"FDU45",15.6,"Regular",0.035506142,"Snack Foods",112.4518,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3301.7022,0.474937851291909,"Food",16
"FDP28",13.65,"Regular",0.080573371,"Frozen Foods",260.1936,"OUT013",1987,"High","Tier 3","Supermarket Type1",3914.904,1.45586211118959,"Food",26
"FDH33",12.85,"Low Fat",0.121972274,"Snack Foods",43.1428,"OUT045",2002,"Small","Tier 2","Supermarket Type1",703.0848,0.489059401121051,"Food",11
"FDO44",12.6,"Low Fat",0.087436672,"Fruits and Vegetables",109.9228,"OUT035",2004,"Small","Tier 2","Supermarket Type1",663.1368,0.299507910004794,"Food",9
"FDR07",13.1944061187762,"Low Fat",0.136119549,"Fruits and Vegetables",94.1094,"OUT019",1985,"Small","Tier 1","Grocery Store",190.4188,0.186013499406866,"Food",28
"FDJ45",17.75,"Low Fat",0.073396761,"Seafood",35.1216,"OUT035",2004,"Small","Tier 2","Supermarket Type1",830.9184,0.819260794142748,"Food",9
"FDS59",14.8,"Regular",0.073468631,"Breads",110.857,"OUT010",1998,"Small","Tier 3","Grocery Store",329.571,0.334002483855352,"Food",15
"FDU34",18.25,"Low Fat",0.075132353,"Snack Foods",125.9046,"OUT013",1987,"High","Tier 3","Supermarket Type1",2365.5874,0.194908041562262,"Food",26
"NCL06",14.65,"Non-Edible",0.120624771,"Household",261.7594,"OUT010",1998,"Small","Tier 3","Grocery Store",523.3188,0.216198694069701,"Non-Consumable",15
"FDR37",16.5,"Regular",0.110888167,"Breakfast",181.6292,"OUT010",1998,"Small","Tier 3","Grocery Store",1094.5752,0.261313504288124,"Food",15
"NCM53",18.75,"Non-Edible",0.052252908,"Health and Hygiene",105.728,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1704.448,0.409607481564948,"Non-Consumable",4
"DRG25",10.5,"Low Fat",0.019046089,"Soft Drinks",188.424,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2237.088,0.841682952493097,"Drinks",9
"DRE25",15.35,"Low Fat",0.073397129,"Soft Drinks",91.912,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2609.936,0.242621854629832,"Drinks",14
"FDZ45",14.1,"Low Fat",0.067011609,"Snack Foods",197.1084,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2182.4924,0.210173721330032,"Food",11
"NCV53",8.27,"Non-Edible",0.031490111,"Health and Hygiene",239.088,"OUT010",1998,"Small","Tier 3","Grocery Store",719.064,1.26283871206277,"Non-Consumable",15
"FDR55",12.15,"Regular",0.132621594,"Fruits and Vegetables",190.1872,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3781.744,0.0963726171556309,"Food",4
"FDS47",11.152361516035,"Low Fat",0.15200346925,"Breads",87.6856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1845.5976,0.096509263280077,"Food",28
"DRG27",8.895,"Low Fat",0.105110692,"Dairy",41.1138,"OUT046",1997,"Small","Tier 1","Supermarket Type1",690.4346,0.127540123196732,"Drinks",16
"FDA02",14,"Regular",0.02976887,"Dairy",145.4786,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1300.3074,1.91910836119554,"Food",14
"FDF45",18.2,"Regular",0.012229464,"Fruits and Vegetables",56.8904,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1406.1696,1.87677415030826,"Food",11
"FDZ58",17.85,"Low Fat",0.052176861,"Snack Foods",122.8072,"OUT046",1997,"Small","Tier 1","Supermarket Type1",857.5504,0.259305670078397,"Food",16
"NCH30",17.1,"Non-Edible",0.06725846,"Household",115.186,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2490.092,0.838071886427002,"Non-Consumable",14
"FDN03",9.8,"Regular",0.025257508,"Meat",248.5408,"OUT010",1998,"Small","Tier 3","Grocery Store",751.0224,1.31113709258158,"Food",15
"FDH12",9.6,"Low Fat",0.085085743,"Baking Goods",105.128,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1065.28,0.198498924458942,"Food",14
"NCH54",13.5,"Non-Edible",0.12163321,"Household",161.692,"OUT010",1998,"Small","Tier 3","Grocery Store",159.792,0.174143835144175,"Non-Consumable",15
"DRH01",17.5,"Low Fat",0.098102581,"Soft Drinks",172.9738,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4344.345,0.157885721239545,"Drinks",11
"FDX01",12.3408296213808,"Low Fat",0.024047319,"Canned",115.515,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1980.755,0.644781302458643,"Food",28
"FDD34",7.945,"Low Fat",0.01596609,"Snack Foods",163.521,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1794.331,1.05468512389887,"Food",6
"FDC53",12.5693234042553,"Low Fat",0.008792907,"Frozen Foods",96.7384,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2956.152,1.90853268991878,"Food",28
"FDO28",5.765,"Low Fat",0.072238195,"Frozen Foods",120.0098,"OUT013",1987,"High","Tier 3","Supermarket Type1",1687.1372,0.23832591130138,"Food",26
"DRJ51",14.1,"Low Fat",0.08849163,"Dairy",231.1668,"OUT017",2007,"Small","Tier 2","Supermarket Type1",7602.1044,0.171778869529548,"Drinks",6
"FDD14",20.7,"Low Fat",0.170500183,"Canned",184.1266,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1659.8394,0.118117860197914,"Food",4
"FDW35",10.6,"Low Fat",0.011134397,"Breads",42.8454,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",167.7816,1.90707490296057,"Food",4
"NCH18",9.3,"Non-Edible",0.044730667,"Household",245.1802,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2456.802,0.449101185199211,"Non-Consumable",14
"FDK20",12.6,"Regular",0.04179272,"Fruits and Vegetables",122.0072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1347.5792,0.363757724661083,"Food",6
"FDY47",8.6,"Regular",0.054484461,"Breads",130.131,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1557.972,0.201775657017177,"Food",16
"FDG32",19.85,"Low Fat",0.175849067,"Fruits and Vegetables",222.0772,"OUT013",1987,"High","Tier 3","Supermarket Type1",2001.3948,0.0768755671921482,"Food",26
"FDC20",10.65,"Low Fat",0.024069113,"Fruits and Vegetables",56.2272,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272,0.52794688418145,"Food",4
"NCS29",9,"Non-Edible",0.06953231,"Health and Hygiene",266.5884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6624.71,0.184513069790855,"Non-Consumable",9
"FDG53",10,"Low Fat",0.045848263,"Frozen Foods",138.518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2237.088,0.460791515790811,"Food",9
"FDV26",20.25,"Regular",0.076160451,"Dairy",196.2794,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2731.1116,0.201044749074125,"Food",16
"FDE40",15.6,"Regular",0.099704558,"Dairy",63.1194,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1300.3074,0.211352457201068,"Food",6
"FDM02",12.5,"Regular",0.073735058,"Canned",87.1198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1657.1762,0.243054778963381,"Food",16
"FDU11",4.785,"Low Fat",0.0931174,"Breads",118.6098,"OUT017",2007,"Small","Tier 2","Supermarket Type1",361.5294,0.138584515094534,"Food",6
"FDB51",6.92,"Low Fat",0.038446805,"Dairy",63.5852,"OUT035",2004,"Small","Tier 2","Supermarket Type1",751.0224,0.381132449922802,"Food",9
"FDQ03",15,"Regular",0.078172471,"Meat",238.8248,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3555.372,0.193935751556138,"Food",11
